store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
The Athlete's Foot,,25 Brockman Avenue,Midland Gate Shopping Centre,Midland,WA,6056,Australia,61892501033,-31.88942,116.0085,,,0
taf,,Galerias Monterrey,Avenida Insurgentes 2500,Monterrey,Nuevo León,C.P. 64620,Mexico,528183486198,25.68171,-100.3544,,,0
The Athlete's Foot,,110-122 Wattletree Road,Malvern Central Shopping Centre,Malvern,VIC,3144,Australia,61395002444,-37.86256,145.0273,,,0
taf,,Galerias Valle Oriente,Avenida Lázaro Cárdenas 1000,Monterrey,Nuevo León,C.P. 64750,Mexico,528184860401,25.63795,-100.3138,,,0
The Athlete's Foot,,Caneland Central Shopping Centre,Mangrove Road,Mackay,QLD,4740,Australia,61749534001,-21.13822,149.1783,,,0
taf,,Plaza Perisur,Anillo Periférico Sur 4690,Coyoacán,D.F.,C.P. 04500,Mexico,525554244141,19.30424,-99.18995,,,0
The Athlete's Foot,,120-200 Rosamond Road,Highpoint Shopping Centre,Maribyrnong,VIC,3032,Australia,61393185586,-37.7733,144.8888,,,0
taf,,Galerias Insurgentes,Avenida de los Insurgentes Sur 1352,Benito Juárez,D.F.,C.P. 03100,Mexico,525556278307,19.37114,-99.17944,,,0
taf,,Galerias Metepec,Boulevard Toluca Ixtapan Norte 126,Metepec,Estado de México,C.P. 52140,Mexico,527222326739,19.25864,-99.62044,,,0
The Athlete's Foot,,50 Wyong Road,Westfield Shoppingtown,Tuggerah,NSW,2259,Australia,61243534447,-33.30854,151.4121,,,0
taf,,Plaza Mundo E,Boulevard Manuel Avila Camacho 108,Tlalnepantla,Estado de México,C.P. 54025,Mexico,525553669572,19.52451,-99.22699,,,0
The Athlete's Foot,,49 Franklin Street,,Traralgon,VIC,3844,Australia,61351740933,-38.19702,146.5375,,,0
taf,,Plaza Satélite,Circuito Centro Comercial 2251,Naucalpan de Juárez,Estado de México,C.P. 53100,Mexico,525553938920,19.50952,-99.23366,,,0
The Athlete's Foot,,54 Minjungbal Drive,Tweed City Shopping Centre,Tweed Heads South,NSW,2486,Australia,61755230066,-28.20047,153.5459,,,0
The Athlete's Foot,,Hyperdome Lifestyle Centre,Ankatell Street,Tuggeranong,ACT,2900,Australia,61262931137,-35.41661,149.0666,,,0
