store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
Pete's Tire Barns,232804,591 W. Broadway,,Gardner,MA,01440-2829,United States,9786327697,42.56434,-72.0056,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Pete's Tire Barns,303522,114 New Athol Rd.,,Orange,MA,01364-9618,United States,9782494710,42.584089,-72.266329,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Petes Tire Barns,784815,45 Jones St,,Orange,MA,01364-0000,United States,9785448811,42.5904743270772,-72.2975780694936,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Pete's Tire Barns,232802,275 E. Main St.,,Orange,MA,01364-1250,United States,9785448811,42.58847,-72.29752,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Pete's Tire Barns,232803,275 E. Main St.,,Orange,MA,01364-1250,United States,9785448811,42.58847,-72.29752,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Rick's Tire Service,771459,59898 State Route 30,,Grand Gorge,NY,12434-0033,United States,6075887501,42.360506,-74.499252,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Sorel's Garage,776763,88 Hartford Rd,,Brooklyn,CT,06234-1715,United States,8607744514,41.78489,-71.95666,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Riechers Tire,328084,4710 South Point Rd.,,Washington,MO,63090-6735,United States,6362392722,38.52962,-90.974261,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 01:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Bolzenius Tire LLC,354999,301 Pine Street,,Union,MO,63084-2231,United States,6365835111,38.44228,-91.005621,Mon:07:00 AM - 05:00 PM; Tue:07:00 AM - 05:00 PM; Wed:07:00 AM - 05:00 PM; Thu:07:00 AM - 05:00 PM; Fri:07:00 AM - 05:00 PM; Sat:07:00 AM - 01:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Pete's Tire & Oil,779767,471 Main Street,,Webster,MA,01570-2221,United States,5089491756,42.0512092038122,-71.8795000184446,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Unnerstall Tire Center,653179,1 E. Fifth St.,,Washington,MO,63090-2603,United States,6362395494,38.5564841886124,-91.012926802788,Mon:07:00 AM - 05:00 PM; Tue:07:00 AM - 05:00 PM; Wed:07:00 AM - 05:00 PM; Thu:07:00 AM - 05:00 PM; Fri:07:00 AM - 05:00 PM; Sat:07:00 AM - 01:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Southbridge Tire,279150,136 Central Street,,Southbridge,MA,01550-3730,United States,5087646164,42.077889,-72.031775,Mon:07:00 AM - 05:30 PM; Tue:07:00 AM - 05:30 PM; Wed:07:00 AM - 05:30 PM; Thu:07:00 AM - 05:30 PM; Fri:07:00 AM - 05:30 PM; Sat:08:00 AM - 01:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Selbert's Auto Body,784794,410 West 4th Street,,Eureka,MO,63025-1804,United States,6369385400,38.50494,-90.63408,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Town Fair Tire,780316,570 Meadow St.,,Littleton,NH,03561-3603,United States,2036230767,44.306733768105,-71.8026069323676,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Nelson's Auto Repair,232990,49 Redington Street,,Littleton,NH,3561,United States,6034441115,44.306844,-71.750566,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Snyder Tire Inc,779103,103 E Penn St,,Lehighton,PA,18235-2502,United States,6102773336,40.82343,-75.71391,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
STS TIRE & AUTO CENTERS,774563,5061 ROUTE 873,,SCHNECKSVILLE,PA,18078-2213,United States,6107678787,40.677723,-75.613283,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Stew's Tire Center Inc.,318246,3930 Independence Drive,,Schnecksville,PA,18708,United States,6107994298,40.655434,-75.598361,Mon:08:00 AM - 07:00 PM; Tue:08:00 AM - 07:00 PM; Wed:08:00 AM - 07:00 PM; Thu:08:00 AM - 07:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 02:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Noted Automotive,750534,606 West Industrial Ave,,Boyton Beach,FL,33426-3651,United States,5617363833,43.596336,-116.513287,Mon:08:00 AM - 06:00 PM; Tue:08:00 AM - 06:00 PM; Wed:08:00 AM - 06:00 PM; Thu:08:00 AM - 06:00 PM; Fri:08:00 AM - 06:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Strohl Automotive,337656,7831 Main Street,,Fogelsville,PA,18051-1743,United States,6103953345,40.583681,-75.630608,Mon:07:30 AM - 06:00 PM; Tue:07:30 AM - 06:00 PM; Wed:07:30 AM - 06:00 PM; Thu:07:30 AM - 06:00 PM; Fri:07:30 AM - 06:00 PM; Sat:08:00 AM - 12:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
STS TIRE & AUTO CENTERS,774538,7720 MAIN ST,,FOGELSVILLE,PA,18051-1630,United States,6103910300,40.582806,-75.627204,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Commercial Tire,152537,"127 11th Ave., N.",,Nampa,ID,83651-3947,United States,2084669241,43.581456,-116.558353,Mon:07:30 AM - 06:00 PM; Tue:07:30 AM - 06:00 PM; Wed:07:30 AM - 06:00 PM; Thu:07:30 AM - 06:00 PM; Fri:07:30 AM - 06:00 PM; Sat:07:30 AM - 04:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
LES SCHWAB TIRE CENTER #91,103934,133 CALDWELL BLVD,,NAMPA,ID,83651-2332,United States,2084672127,43.58808,-116.577589,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
McCarthy Tire Service,173168,178 Airport Blvd.,,Hazleton,PA,18202-9804,United States,5704554968,40.954368,-75.942654,Mon:08:00 AM - 05:30 PM; Tue:08:00 AM - 05:30 PM; Wed:08:00 AM - 05:30 PM; Thu:08:00 AM - 05:30 PM; Fri:08:00 AM - 05:30 PM; Sat:08:00 AM - 01:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,15806,7811 SOUTHTOWN XING,,FORT WAYNE,IN,46816-2519,United States,2604472596,41.013278,-85.112055,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 07:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
LES SCHWAB TIRE CENTER #126,277985,2901 12TH AVE RD,,NAMPA,ID,83686-8401,United States,2084684121,43.54101,-116.57345,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Commercial Tire,344243,100 W. Pennwood St.,,Meridian,ID,83642,United States,2082880981,43.600521,-116.393974,Mon:07:30 AM - 06:00 PM; Tue:07:30 AM - 06:00 PM; Wed:07:30 AM - 06:00 PM; Thu:07:30 AM - 06:00 PM; Fri:07:30 AM - 06:00 PM; Sat:07:30 AM - 04:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
LES SCHWAB TIRE CENTER #119,636983,275 S MAIN ST,,MERIDIAN,ID,83642-2973,United States,2088844642,43.602,-116.39212,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
LES SCHWAB TIRE CENTER #107,193534,315 S 22ND AVE,,CALDWELL,ID,83605-4453,United States,2084541421,43.65438,-116.67429,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Commercial Tire,324495,320 N. 21st St.,,Caldwell,ID,83605-4383,United States,2084538000,43.659067,-116.670933,Mon:07:30 AM - 06:00 PM; Tue:07:30 AM - 06:00 PM; Wed:07:30 AM - 06:00 PM; Thu:07:30 AM - 06:00 PM; Fri:07:30 AM - 06:00 PM; Sat:07:30 AM - 04:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Commercial Tire,782277,6538 N Linder Rd,,Meridian,ID,83646-5328,United States,2089857816,43.66413,-116.411685,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Commercial Tire,280898,2095 E. Commercial St.,,Meridian,ID,83642-5967,United States,2088888810,43.609169,-116.36792,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,2828,188 CENTRAL AVE,,ALBANY,NY,12206-2901,United States,5184625429,42.661788,-73.769101,Mon:07:00 AM - 06:00 PM; Tue:07:00 AM - 06:00 PM; Wed:07:00 AM - 06:00 PM; Thu:07:00 AM - 06:00 PM; Fri:07:00 AM - 06:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 06:00 PM; ,,0
Firestone Complete Auto Care,26247,5960 RED BUG LAKE RD,,WINTER SPRINGS,FL,32708-5000,United States,4076997332,28.647775,-81.265875,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Commercial Tire,450871,2095 E. Commercial St.,,Meridian,ID,83642,United States,2088888826,43.60917,-116.36792,Mon:07:30 AM - 06:00 PM; Tue:07:30 AM - 06:00 PM; Wed:07:30 AM - 06:00 PM; Thu:07:30 AM - 06:00 PM; Fri:07:30 AM - 06:00 PM; Sat:07:30 AM - 04:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,2909,124 CONGRESS ST,,TROY,NY,12180-4145,United States,5182727481,42.728486,-73.688344,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,16098,83 WOLF RD,,ALBANY,NY,12205-2606,United States,5184597700,42.714926,-73.812377,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:09:00 AM - 05:00 PM; ,,0
TIRES PLUS TOTAL CAR CARE 5053,442623,5375 RED BUG LAKE RD,,WINTER SPRINGS,FL,32708-4970,United States,4076959400,28.647568,-81.273367,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 05:00 PM; Sun:09:00 AM - 04:00 PM; ,,0
TIRES PLUS TOTAL CAR CARE 5093,494496,1100 ALAFAYA TRL,,OVIEDO,FL,32765-4707,United States,4073650888,28.6541,-81.208091,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 05:00 PM; Sun:09:00 AM - 04:00 PM; ,,0
Commercial Tire,275965,323 La Fond,,Caldwell,ID,83605-3939,United States,2084549602,43.665061,-116.7012,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Owens Auto Parts,275425,602 18th St.,,Corbin,KY,40702-2414,United States,6065282330,36.9319458318759,-84.0982577149903,Mon:07:30 AM - 05:00 PM; Tue:07:30 AM - 05:00 PM; Wed:07:30 AM - 05:00 PM; Thu:07:30 AM - 05:00 PM; Fri:07:30 AM - 05:00 PM; Sat:01:00 AM - 01:00 AM; Sun:08:00 AM - 01:00 AM; ,,0
Firestone Complete Auto Care,2844,669 NEW LOUDON RD,,LATHAM,NY,12110-4018,United States,5187854148,42.736822,-73.762084,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:09:00 AM - 05:00 PM; ,,0
Grand Premier Tire,294838,591 Columbia Turnpike,,East Greenbush,NY,12061,United States,5184774753,42.5809,-73.6919,Mon:08:30 AM - 06:00 PM; Tue:08:30 AM - 06:00 PM; Wed:08:30 AM - 06:00 PM; Thu:08:30 AM - 06:00 PM; Fri:08:30 AM - 06:00 PM; Sat:08:30 AM - 01:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,26352,350 SEMORAN BLVD,,CASSELBERRY,FL,32707-4910,United States,4073392810,28.65715,-81.335334,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,12734,400 W STATE ROAD 434,,LONGWOOD,FL,32750-5118,United States,4078305557,28.697754,-81.352915,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,647,748 PLEASANT ST,,FALL RIVER,MA,02723-1002,United States,5086785653,41.696839,-71.142612,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 06:00 PM; ,,0
Firestone Complete Auto Care,594377,BLDG 4201 TEXAS AVE,,FORT DIX,NJ,08640-0091,United States,6097230464,39.990685,-74.594582,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
LES SCHWAB TIRE CENTER #121,245106,1467 E IRON EAGLE DR,,EAGLE,ID,83616-6599,United States,5414165170,43.68893,-116.33577,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
COOK TIRE INC,255939,339 OLD WHITLEY RD,,LONDON,KY,40744-0970,United States,6068647721,37.10434,-84.10028,Mon:07:00 AM - 06:00 PM; Tue:07:00 AM - 06:00 PM; Wed:07:00 AM - 06:00 PM; Thu:07:00 AM - 06:00 PM; Fri:07:00 AM - 06:00 PM; Sat:07:30 AM - 12:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Mavis Tire Supply #061,760688,270 Troy Rd.,,Rensselaer,NY,12144-9474,United States,5182835860,42.641659,-73.698692,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
RENSSELAER IRON & STEEL,249353,35 RIVERSIDE AVE,,RENSSELAER,NY,12144-2900,United States,5187291691,42.63447,-73.749923,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,357893,7727 UNIVERSITY BLVD,,WINTER PARK,FL,32792-0000,United States,4076790104,28.597494,-81.283415,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
TIRES PLUS TOTAL CAR CARE 5052,442607,12053 COLLEGIATE WAY,,ORLANDO,FL,32817-2158,United States,4072828281,28.596939,-81.211622,Mon:07:00 AM - 09:00 PM; Tue:07:00 AM - 09:00 PM; Wed:07:00 AM - 09:00 PM; Thu:07:00 AM - 09:00 PM; Fri:07:00 AM - 09:00 PM; Sat:07:00 AM - 07:00 PM; Sun:08:00 AM - 06:00 PM; ,,0
Firestone Complete Auto Care,14931,1689 POST RD,,WARWICK,RI,02888-5900,United States,4017323141,41.734944,-71.435401,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 06:00 PM; ,,0
Firestone Complete Auto Care,20893,782 GAR HWY,,SWANSEA,MA,02777-4590,United States,5086786380,41.749207,-71.213794,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 06:00 PM; ,,0
STS TIRE & AUTO CENTERS,774519,301 E MILLSTREAM RD,,CREAM RIDGE,NJ,08514-2409,United States,0,40.098282,-74.501555,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
SOMERSET TIRE SERVICE,774599,1200 ROUTE 70 WEST,,WHITING,NJ,08759-0000,United States,7323500640,39.9602174079493,-74.3930678098919,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
"Cook Tire, Inc.",240623,339 Old Whitley Road,,London,KY,40744,United States,6068647721,37.111515,-84.098343,Mon:07:30 AM - 06:00 PM; Tue:07:30 AM - 06:00 PM; Wed:07:30 AM - 06:00 PM; Thu:07:30 AM - 06:00 PM; Fri:07:30 AM - 06:30 PM; Sat:07:30 AM - 12:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
PARSLEY'S GENERAL TIRE INC,336756,1611 N MILL ST,,LONDON,KY,40741-0000,United States,6068642276,37.13593,-84.09732,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
McCarthy Tire Service,767063,980 Broadway,,Albany,NY,12204-2504,United States,5184495185,42.6644363,-73.7434006,Mon:07:30 AM - 05:00 PM; Tue:07:30 AM - 05:00 PM; Wed:07:30 AM - 05:00 PM; Thu:07:30 AM - 05:00 PM; Fri:07:30 AM - 05:00 PM; Sat:07:30 AM - 12:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,14966,95 HIGHLAND AVE,,SEEKONK,MA,02771-5805,United States,5083363016,41.802044,-71.33691,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 06:00 PM; ,,0
TIRES PLUS TOTAL CAR CARE 5051,442585,860 S SUN DR,,LAKE MARY,FL,32746-2406,United States,4073333429,28.754505,-81.35248,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 05:00 PM; Sun:09:00 AM - 04:00 PM; ,,0
Firestone Complete Auto Care,29297,369 W HIGHWAY 436,,ALTAMONTE SPRINGS,FL,32714-4146,United States,4078695500,28.661963,-81.396051,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,14702,400 BALD HILL RD,,WARWICK,RI,02886-1517,United States,4017381661,41.726389,-71.479936,Mon:07:00 AM - 08:00 PM; Tue:07:00 AM - 08:00 PM; Wed:07:00 AM - 08:00 PM; Thu:07:00 AM - 08:00 PM; Fri:07:00 AM - 08:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 06:00 PM; ,,0
STS TIRE & AUTO CENTERS,774483,254 RT 130 & 206,,BORDENTOWN,NJ,08505-0000,United States,6092984050,40.11485,-74.70629,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Andrews Quick Lube,757541,2205 Lincolnton Road,,Washington,GA,30673-4061,United States,7066783994,33.720661,-82.683869,Mon:07:30 AM - 05:00 PM; Tue:07:30 AM - 05:00 PM; Wed:07:30 AM - 05:00 PM; Thu:07:30 AM - 05:00 PM; Fri:07:30 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
PARSLEY'S GENERAL TIRE INC,336755,2006 N MAIN ST,,LONDON,KY,40741-1045,United States,6068642276,37.14213,-84.10002,Mon:07:30 AM - 05:00 PM; Tue:07:30 AM - 05:00 PM; Wed:07:30 AM - 05:00 PM; Thu:07:30 AM - 05:00 PM; Fri:07:30 AM - 05:00 PM; Sat:07:00 AM - 12:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Mavis Tire Supply #069,760601,206 Central Ave.,,Albany,NY,12205-2610,United States,5185142382,42.662281,-73.769728,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
"Quinn Motor Car,Inc.",765979,3502 NY Highway 43,,West Sand Lake,NY,12196-2040,United States,5186744007,42.645496,-73.593833,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
