store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
Action Gator Tire #005,767011,333 Thorpe Rd.,,Orlando,FL,32824-8136,United States,4078168143,28.42979,-81.37866,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
LES SCHWAB TIRE CENTER #252,121436,579 S BROADWAY,,COOS BAY,OR,97420-1587,United States,5412673163,43.357223,-124.213254,Mon:08:00 AM - 06:00 PM; Tue:08:00 AM - 06:00 PM; Wed:08:00 AM - 06:00 PM; Thu:08:00 AM - 06:00 PM; Fri:08:00 AM - 06:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,4332,104 S MACLAY AVE,,SAN FERNANDO,CA,91340-3303,United States,8183610175,34.283518,-118.440991,Mon:08:00 AM - 06:00 PM; Tue:08:00 AM - 06:00 PM; Wed:08:00 AM - 06:00 PM; Thu:08:00 AM - 06:00 PM; Fri:08:00 AM - 06:00 PM; Sat:07:00 AM - 06:00 PM; Sun:09:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,1716,1817 LINCOLN BLVD,,SANTA MONICA,CA,90404-4505,United States,3103997171,34.013424,-118.484264,Mon:08:00 AM - 07:00 PM; Tue:08:00 AM - 07:00 PM; Wed:08:00 AM - 07:00 PM; Thu:08:00 AM - 07:00 PM; Fri:08:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 06:00 PM; ,,0
Richie's Tire Service,187069,107 Egel Ave.,,Middlesex,NJ,08846-2505,United States,7324690800,40.57159,-74.49014,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
SOMERSET TIRE SERVICE INC,774652,1 STS DR                          ,,BRIDGEWATER,NJ,08807-0000,United States,8004451434,40.557385,-74.549179,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Action Gator Tire #022,767020,11231 S. Orange Blossom Trail,,Orlando,FL,32837-9208,United States,4078516300,28.40269,-81.40392,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
FARWEST TIRE,354948,1550 N 7TH ST,,COOS BAY,OR,97420-4802,United States,5412672173,43.3790508928403,-124.219750821081,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,11622,7100 TOPANGA CANYON BLVD,,CANOGA PARK,CA,91303-1962,United States,8183480727,34.199392,-118.605869,Mon:07:00 AM - 06:00 PM; Tue:07:00 AM - 06:00 PM; Wed:07:00 AM - 06:00 PM; Thu:07:00 AM - 06:00 PM; Fri:07:00 AM - 06:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 06:00 PM; ,,0
Firestone Complete Auto Care,11428,401 S BRAND BLVD,,GLENDALE,CA,91204-1703,United States,8182415161,34.141562,-118.255039,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 07:00 PM; Sun:08:00 AM - 06:00 PM; ,,0
West Shore Tires & Auto,761541,25 Engert St,,Staten Island,NY,10309-1228,United States,7183177200,40.555141,-74.213913,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
FARWEST TIRE,331941,1595 N BAYSHORE DR,,COOS BAY,OR,97420-2516,United States,5412672173,43.37992,-124.21885,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 12:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
LES SCHWAB TIRE CENTER #251,365645,3025 BROADWAY ST,,NORTH BEND,OR,97459-2221,United States,5417562091,43.394434,-124.23928,Mon:08:00 AM - 06:00 PM; Tue:08:00 AM - 06:00 PM; Wed:08:00 AM - 06:00 PM; Thu:08:00 AM - 06:00 PM; Fri:08:00 AM - 06:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,599611,6100 W MANCHESTER AVE,,LOS ANGELES,CA,90045-3908,United States,3106455555,33.959815,-118.391408,Mon:07:00 AM - 06:00 PM; Tue:07:00 AM - 06:00 PM; Wed:07:00 AM - 06:00 PM; Thu:07:00 AM - 06:00 PM; Fri:07:00 AM - 06:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 06:00 PM; ,,0
Firestone Complete Auto Care,598860,23100 LYONS AVE,,NEWHALL,CA,91321-2631,United States,6617999798,34.379948,-118.537076,Mon:08:00 AM - 06:00 PM; Tue:08:00 AM - 06:00 PM; Wed:08:00 AM - 06:00 PM; Thu:08:00 AM - 06:00 PM; Fri:08:00 AM - 06:00 PM; Sat:07:00 AM - 06:00 PM; Sun:09:00 AM - 05:00 PM; ,,0
STS TIRE & AUTO CENTERS,774447,329 US HWY 22 E #331,,GREEN BROOK,NJ,08812-1701,United States,7324695500,40.58708,-74.50535,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Gore Tire Service,776053,1400 E. Liberty St.,,Marion,SC,29571-3842,United States,8434235000,34.17725,-79.38619,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Ron's Tire and Wheel,756569,12830 Sherman Way,,N. Hollywood,CA,91605-5033,United States,8187641560,34.200862,-118.412622,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Mavis Tire Supply #170,770382,308 Route 22,,West Greenbrook,NJ,08812-0000,United States,8448050518,40.59148,-74.49932,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
STS TIRE & AUTO CENTER,774561,253 SAINT GEORGES AVE,,RAHWAY,NJ,07065-2825,United States,7325748900,40.59489,-74.29037,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Ron's Tire and Wheel,756568,4301 Lankershim Blvd.,,N. Hollywood,CA,91602-2705,United States,8189801404,34.148319,-118.364952,Mon:08:30 AM - 05:30 PM; Tue:08:30 AM - 05:30 PM; Wed:08:30 AM - 05:30 PM; Thu:08:30 AM - 05:30 PM; Fri:08:30 AM - 05:30 PM; Sat:08:30 AM - 03:30 PM; Sun:08:00 AM - 05:00 PM; ,,0
Cooper Bros Tire and Automotive,774626,936 North Washington Ave,,Green Brook,NJ,08812-2615,United States,7329683137,40.60158,-74.47314,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Ram Tire Co,317366,8449 Sepulveda Bl,,North Hills,CA,91343,United States,8188949119,34.224373,-118.467701,Mon:08:30 AM - 05:30 PM; Tue:08:30 AM - 05:30 PM; Wed:08:30 AM - 05:30 PM; Thu:08:30 AM - 05:30 PM; Fri:08:30 AM - 05:30 PM; Sat:08:30 AM - 03:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
F & S Tire Corporation,174899,1161 Woodbridge Rd.,,Rahway,NJ,07065-5516,United States,7323828900,40.596765,-74.267952,Mon:07:00 AM - 05:00 PM; Tue:07:00 AM - 05:00 PM; Wed:07:00 AM - 05:00 PM; Thu:07:00 AM - 05:00 PM; Fri:07:00 AM - 05:00 PM; Sat:07:00 AM - 12:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Parkhouse Tire,108405,11764 Sheldon St.,,Sun Valley,CA,91352-1505,United States,8187674929,34.243256,-118.388326,Mon:07:00 AM - 05:00 PM; Tue:07:00 AM - 05:00 PM; Wed:07:00 AM - 05:00 PM; Thu:07:00 AM - 05:00 PM; Fri:07:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
SOMERSET TIRE SERVICE INC,774585,618-32 RTE 22,,NORTH PLAINFIELD,NJ,07060-3729,United States,9088221206,40.61177,-74.46116,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Hank's Tire,761472,19951 Ventura Blvd.,,Woodland Hills,CA,91364-2631,United States,8183404200,34.172344,-118.567735,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
STS TIRE & AUTO CENTERS,774449,588 US HWY 22,,NORTH PLAINFIELD,NJ,07060-0000,United States,9085613100,40.6292083649485,-74.4340983334634,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
TIRES PLUS TOTAL CAR CARE 6090,240186,2300 SE FEDERAL HWY,,STUART,FL,34994-4529,United States,7722862095,27.177563,-80.23656,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 05:00 PM; Sun:09:00 AM - 04:00 PM; ,,0
Western Tire of Burbank,290847,801 S. Victory Blvd.,,Burbank,CA,91502-2428,United States,8188422401,34.168032,-118.309655,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,29416,3060 SE FEDERAL HWY,,STUART,FL,34994-5528,United States,7722869711,27.16767,-80.228249,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
California Tire & Service,784693,10950 W Pico Blvd,,Los Angeles,CA,90064-2115,United States,3102348473,34.03857,-118.43105,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,8788,3542 NW FEDERAL HWY,,JENSEN BEACH,FL,34957-4424,United States,7726923194,27.244542,-80.272033,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Northridge Tire & Service,53945,8765 Reseda Blvd. #A,,Northridge,CA,91324,United States,8183490647,34.229777,-118.536103,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Tom Finch Automotive,348551,1025 W Walnut St,,Jacksonville,IL,62650-1250,United States,2172454778,34.098098,-118.31582,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 12:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Central Tire Co. Inc.,334633,1307 Main Street,,Sanford,ME,04073-3633,United States,2073244250,43.416255,-70.751558,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 12:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Town Fair Tire,322333,568 Alfred St.,,Biddeford,ME,04005-9482,United States,2034678600,43.47582,-70.510923,Mon:08:00 AM - 07:00 PM; Tue:08:00 AM - 06:00 PM; Wed:08:00 AM - 06:00 PM; Thu:08:00 AM - 06:00 PM; Fri:08:00 AM - 06:00 PM; Sat:08:00 AM - 04:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,1988,1010 CAVE SPRINGS BLVD,,SAINT PETERS,MO,63376-6429,United States,6369287477,38.79317,-90.572006,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 07:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,18090,2413 W CLAY ST,,SAINT CHARLES,MO,63301-2523,United States,6369466533,38.783961,-90.51062,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 07:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
TIRES PLUS TOTAL CAR CARE 6046,239625,9526 S FEDERAL HWY,,PORT SAINT LUCIE,FL,34952-4217,United States,7723379001,27.295505,-80.302473,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 05:00 PM; Sun:09:00 AM - 04:00 PM; ,,0
TIRES PLUS 6085 PORT ST LUCIE,328386,2673 SW EDGARCE ST,,PORT SAINT LUCIE,FL,34953-2701,United States,7728710520,27.263707,-80.414692,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 05:00 PM; Sun:09:00 AM - 04:00 PM; ,,0
Pacific Coast Tire & Service,784692,2445 Santa Monica Blvd,,Santa Monica,CA,90404-2038,United States,3108282555,34.03245,-118.47585,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Kennebunk Auto Center Inc,771891,92 York St,,Kennebunk,ME,04043-7159,United States,2079855885,43.374272,-70.551617,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,19402,504 S MAIN ST,,O FALLON,MO,63366-2535,United States,6362726980,38.805666,-90.700027,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 07:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Hartje Tire & Service,323817,S1428A Hwy. 33 & 58,,LaValle,WI,53941,United States,6089858124,43.606465,-90.121484,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
TIRES PLUS TOTAL CAR CARE 6017,676969,1376 SW SAINT LUCIE WEST BLVD,,PORT SAINT LUCIE,FL,34986-2109,United States,7727856205,27.315676,-80.389625,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 05:00 PM; Sun:09:00 AM - 04:00 PM; ,,0
American Tire Centers,783117,5206 Hollywood Blvd.,,Los Angeles,CA,90027-4909,United States,3236618473,34.10141,-118.3037,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Globe Tire & Motorsports,780288,2450 S La Cienega Blvd,,Los Angeles,CA,90034-2216,United States,3108396080,34.03581,-118.37748,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,321992,395 EISENHOWER DR,,HANOVER,PA,17331-5219,United States,7176301009,39.824916,-76.981252,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
McCarthy Tire Service,230882,111 Agnes St.,,Harrisburg,PA,17104-3136,United States,7179398064,40.24032,-76.84657,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,305520,6042 MID RIVERS MALL DR,,SAINT PETERS,MO,63304-1107,United States,6364410417,38.747868,-90.635231,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 07:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,17191,12754 SAINT CHARGES ROCK RD,,BRIDGETON,MO,63044,United States,3146567929,38.76269,-90.435668,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
"Atlantic Tire Center, Inc.",216283,1380 SE Monterey Rd,,Stuart,FL,34983,United States,5612877994,27.18023,-80.23703,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Total Tire,301630,3050 SW Martin Hwy,,Palm City,FL,34990,United States,7722871213,27.161371,-80.298088,Mon:08:00 AM - 05:30 PM; Tue:08:00 AM - 05:30 PM; Wed:08:00 AM - 05:30 PM; Thu:08:00 AM - 05:30 PM; Fri:08:00 AM - 05:30 PM; Sat:08:00 AM - 02:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,20265,6885 N WAYNE RD,,WESTLAND,MI,48185-2175,United States,7343263240,42.336103,-83.384826,Mon:07:00 AM - 06:00 PM; Tue:07:00 AM - 06:00 PM; Wed:07:00 AM - 06:00 PM; Thu:07:00 AM - 06:00 PM; Fri:07:00 AM - 06:00 PM; Sat:07:00 AM - 06:00 PM; Sun:09:00 AM - 04:00 PM; ,,0
American Tire & Auto,107646,1949 East 5th Avenue,,Anchorage,AK,99501-2918,United States,9072764141,61.217585,-149.844734,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Davis Brothers Tires,776320,5931 W. Washington Blvd.,,Culver City,CA,90232-7324,United States,3102765932,34.03252,-118.37495,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,599859,3089 HWY K,,O FALLON,MO,63366-8696,United States,6369785886,38.755536,-90.700268,Mon:07:00 AM - 08:00 PM; Tue:07:00 AM - 08:00 PM; Wed:07:00 AM - 08:00 PM; Thu:07:00 AM - 08:00 PM; Fri:07:00 AM - 08:00 PM; Sat:07:00 AM - 07:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,19798,12260 NATURAL BRIDGE RD,,BRIDGETON,MO,63044-2062,United States,3142913375,38.755982,-90.42108,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 07:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
St. Lucie Battery & Tire,775440,3992 Southwest Bruner Terrace,,Palm City,FL,34990-5549,United States,7724667814,27.16216,-80.30729,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,6238,30901 WOODWARD AVE,,ROYAL OAK,MI,48073-0923,United States,2482885550,42.516549,-83.18518,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 06:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Belle Tire,178531,10812 Pelham,,Taylor,MI,48180-3826,United States,3132918550,42.22955,-83.229922,Mon:08:00 AM - 08:00 PM; Tue:08:00 AM - 06:00 PM; Wed:08:00 AM - 06:00 PM; Thu:08:00 AM - 08:00 PM; Fri:08:00 AM - 06:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
American Tire & Auto,283112,832 E. 4th Avenue,,Anchorage,AK,99501-2712,United States,9072767878,61.218274,-149.867463,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Huntingdon Discount Tire Center,777831,123 Dillahunty Lane,,Huntingdon,TN,38344-4758,United States,7319860206,36.02574,-88.41262,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
Stokes Tire Service,757785,1117 Santa Monica Blvd.,,Santa Monica,CA,90401-3001,United States,3103930767,34.022297,-118.488327,Mon:08:00 AM - 05:30 PM; Tue:08:00 AM - 05:30 PM; Wed:08:00 AM - 05:30 PM; Thu:08:00 AM - 05:30 PM; Fri:08:00 AM - 05:30 PM; Sat:08:00 AM - 02:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
TIRES BUY MARK,776863,7510 TOPANGA CANYON BLVD,,CANOGA PARK,CA,91303-1213,United States,8189920580,34.20681,-118.60548,Mon:08:00 AM - 05:00 PM; Tue:08:00 AM - 05:00 PM; Wed:08:00 AM - 05:00 PM; Thu:08:00 AM - 05:00 PM; Fri:08:00 AM - 05:00 PM; Sat:08:00 AM - 05:00 PM; Sun:08:00 AM - 05:00 PM; ,,0
"Theisen Suppy, Inc. #11",346125,413 W. Milwaukee St.,,New Hampton,IA,50659-1103,United States,6413943034,42.007251,-92.922442,Mon:08:00 AM - 06:00 PM; Tue:08:00 AM - 06:00 PM; Wed:08:00 AM - 06:00 PM; Thu:08:00 AM - 08:00 PM; Fri:08:00 AM - 06:00 PM; Sat:08:00 AM - 05:00 PM; Sun:10:00 AM - 05:00 PM; ,,0
Firestone Complete Auto Care,23868,1845 E ROSEMEADE PKWY,,CARROLLTON,TX,75007-2638,United States,9724920612,33.011704,-96.888122,Mon:07:00 AM - 07:00 PM; Tue:07:00 AM - 07:00 PM; Wed:07:00 AM - 07:00 PM; Thu:07:00 AM - 07:00 PM; Fri:07:00 AM - 07:00 PM; Sat:07:00 AM - 07:00 PM; Sun:09:00 AM - 05:00 PM; ,,0
