store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
ORLEANS,,2688 ST. JOSEPH BLVD.,,ORLEANS,ON,K1C 1G5,CANADA,,45.47191,-75.52299,,,0
HAGERSVILLE,,85 MAIN ST S,,HAGERSVILLE,ON,N0A 1H0,CANADA,,42.95688,-80.05645,,,0
MOUNTAIN,,"RR #3, 10514 COUNTY RD.",,MOUNTAIN,ON,K0E 1S0,CANADA,,2.737597,-62.0751,,,0
CAYUGA,,2 TALBOT ST.,,CAYUGA,ON,N0A 1E0,CANADA,,42.95035,-79.85572,,,0
HAMILTON,,1092 HWY #6,,HAMILTON,ON,L8N 2Z7,CANADA,,19.27646,100.3698,,,0
MISSISSAUGA,,3411 MAVIS RD.,,MISSISSAUGA,ON,L5C 1T7,CANADA,,43.57801,-79.6467,,,0
TIMMINS,,1455 RIVERSIDE DR.,,TIMMINS,ON,P4R 1M8,CANADA,,48.4717,-81.38474,,,0
GRIMSBY,,62 MAIN ST. E.,,GRIMSBY,ON,L3M 1N2,CANADA,,43.19421,-79.56242,,,0
WHITBY,,1519 DUNDAS ST. E.,,WHITBY,ON,L1N 2K7,CANADA,,43.89754,-78.94293,,,0
AJAX,,"1 HARWOOD AVE., SOUTH",,AJAX,ON,L1S 2C1,CANADA,,43.86116,-79.02578,,,0
CAVAN MONAGHAN,,6868 HWY. #7,,CAVAN MONAGHAN,ON,K9J 6X6,CANADA,,44.24759,-78.35294,,,0
PETERBOROUGH,,336 LANSDOWNE ST. E.,,PETERBOROUGH,ON,K9L 1R1,CANADA,,44.28954,-78.29655,,,0
ORILLIA,,285 ATHERLEY RD.,,ORILLIA,ON,L3V 1N7,CANADA,,44.60563,-79.39928,,,0
BOWMANVILLE,,146 LIBERTY ST. SOUTH,,BOWMANVILLE,ON,L1C 2P4,CANADA,,43.90123,-78.67612,,,0
ST. THOMAS,,1020 TALBOT ST.,,ST. THOMAS,ON,N5P 1G3,CANADA,,42.77869,-81.17042,,,0
SUDBURY,,463 FALCONBRIDGE,,SUDBURY,ON,P3A 5N4,CANADA,,46.50972,-80.93353,,,0
TILLSONBURG,,115 SIMCOE ST.,,TILLSONBURG,ON,N4G 2J2,CANADA,,42.85847,-80.70983,,,0
SUDBURY,,1232 LASALLE BLVD.,,SUDBURY,ON,P3A 1Y7,CANADA,,46.52208,-80.95073,,,0
WINDSOR,,3124 JEFFERSON BLVD.,,WINDSOR,ON,N8T 2W6,CANADA,,42.29571,-82.94255,,,0
WINDSOR,,2380 WALKER RD.,,WINDSOR,ON,N8W 3P6,Canada,,42.29905,-82.99233,,,0
ST. GEORGE,,"178 BRANT RD.,RR #1",,ST. GEORGE,ON,N0E 1N0,CANADA,,43.25526,-80.31017,,,0
TECUMSEH,,13366 COUNTY RD.#42,,TECUMSEH,ON,N8N 2L9,CANADA,,42.29445,-82.85868,,,0
GUELPH,,715 WELLINGTON ST. W.,,GUELPH,ON,N1H 8L9,CANADA,,43.51912,-80.26942,,,0
OWEN SOUND,,1598 16TH ST. E.,,OWEN SOUND,ON,N4K 5N3,CANADA,,44.5748,-80.93174,,,0
BRADFORD,,22 BRIDGE ST.,,BRADFORD,ON,L3Z 3H2,CANADA,,44.11566,-79.55612,,,0
FENWICK,,1501 REGIONAL ROAD 24,,FENWICK,ON,L0S 1C0,CANADA,,43.0433,-79.38799,,,0
WELLAND,,681 SOUTH PELHAM RD.,,WELLAND,ON,L3C 3C9,CANADA,,43.00807,-79.28557,,,0
AMHERSTVIEW,,4495 BATH ROAD,,AMHERSTVIEW,ON,K7N 1A5,CANADA,,44.21883,-76.64262,,,0
SARNIA,,1070 CONFEDERATION ST.,,SARNIA,ON,N7S 5S5,CANADA,,42.96086,-82.37273,,,0
HANOVER,,857 10TH STREET,,HANOVER,ON,N4N 1S1,CANADA,,44.15522,-81.00754,,,0
MINDEN,,"12597 HWY 35, PO BOX 149",,MINDEN,ON,K0M 2K0,CANADA,,44.93007,-78.7152,,,0
TILLSONBURG,,680 BROADWAY ST.,,TILLSONBURG,ON,N4G 3S9,CANADA,,42.86589,-80.73331,,,0
BURLINGTON,,4499 MAINWAY,,BURLINGTON,ON,L7L 7P3,CANADA,,43.38711,-79.78133,,,0
PETERBOROUGH,,1781 LANSDOWNE ST. W.,,PETERBOROUGH,ON,K9J 6X4,CANADA,,44.27361,-78.40128,,,0
HAMILTON,,439 MOHAWK RD. W.,,HAMILTON,ON,L9C 1X3,CANADA,,43.23123,-79.90183,,,0
WELLAND,,90 LINCOLN STREET WEST,,WELLAND,ON,L3C 5J7,CANADA,,42.98403,-79.25874,,,0
GANANOQUE,,560 KING STREET E.,,GANANOQUE,ON,K7G 1H2,CANADA,,44.33512,-76.15398,,,0
HASTINGS,,"91 BRIDGE STREET SOUTH, P.O. BOX #536",,HASTINGS,ON,K0L 1Y0,CANADA,,44.30264,-78.00813,,,0
BARRIE,,565 YONGE ST.,,BARRIE,ON,L4N 4E3,CANADA,,44.35893,-79.65183,,,0
STOUFFVILLE,,15641 HWY #48,,STOUFFVILLE,ON,L4A 7X4,CANADA,,62.62785,29.59145,,,0
CARLETON PLACE,,"10418 HIGHWAY 7, RR 2",,CARLETON PLACE,ON,K7C 3P2,CANADA,,45.1406,-76.14655,,,0
ST. CATHARINES,,170 FOURTH AVE.,,ST. CATHARINES,ON,L2R 6P9,CANADA,,43.15559,-79.26571,,,0
HAMILTON,,"919 UPPER PARADISE RD., UNIT #1",,HAMILTON,ON,L9B 2M9,CANADA,,43.21851,-79.91841,,,0
WOODBRIDGE,,5869 HWY 7 EAST,,WOODBRIDGE,ON,L4L 1T9,CANADA,,43.77398,-79.61696,,,0
SUDBURY,,1050 KINGSWAY BLVD.,,SUDBURY,ON,P3B 2E5,CANADA,,46.50362,-80.96835,,,0
TORONTO,,1980 LAWRENCE AVENUE E.,,TORONTO,ON,M1R 2Z1,CANADA,,43.65322,-79.38319,,,0
MILTON,,8473 HWY #25 NORTH,,MILTON,ON,L95 2X7,CANADA,,50.84009,4.397958,,,0
GUELPH,,245 EDINBURGH ROAD NORTH,,GUELPH,ON,N1H 5S2,CANADA,,43.54391,-80.26698,,,0
KINGSTON,,1396 BATH RD.,,KINGSTON,ON,K7M 4X6,CANADA,,44.23737,-76.55095,,,0
BELLEVILLE,,379 NORTH FRONT ST.,,BELLEVILLE,ON,K8P 3C8,CANADA,,44.18834,-77.39626,,,0
NAPANEE,,24 CENTRE ST.,,NAPANEE,ON,K7R 3E4,CANADA,,44.24481,-76.94756,,,0
KINGSTON,,2236 PRINCESS ST.,,KINGSTON,ON,K7M 3G3,CANADA,,44.2577,-76.5423,,,0
CORNWALL,,439 13TH STREET W.,,CORNWALL,ON,K6H 3H7,CANADA,,45.02232,-74.72882,,,0
BROCKVILLE,,3019 COUNTY RD. 29,,BROCKVILLE,ON,K6V 5T4,CANADA,,44.61134,-75.73626,,,0
TRENTON,,130 DUNDAS ST.E.,,TRENTON,ON,K8V 1L3,CANADA,,44.10482,-77.56764,,,0
MISSISSAUGA,,3015 THOMAS STREET,,MISSISSAUGA,ON,L5M 0R4,CANADA,,43.56061,-79.73376,,,0
KEMPTVILLE,,712 RIDEAU STREET NORTH,,KEMPTVILLE,ON,K0G 1J0,CANADA,,45.01639,-75.64595,,,0
NORTH YORK,,2881 KEELE ST.,,NORTH YORK,ON,M3M 2G9,CANADA,,43.73315,-79.48356,,,0
GODERICH,,79 VICTORIA STREET NORTH,,GODERICH,ON,N7A 2R9,Canada,,43.74284,-81.7139,,,0
CAMBRIDGE,,145 HESPELER ROAD,,CAMBRIDGE,ON,N1R 3G9,CANADA,,43.3796,-80.319,,,0
COLLINGWOOD,,350 FIRST STREET,,COLLINGWOOD,ON,L9Y 1B4,CANADA,,44.5017,-80.22717,,,0
